message_id,message_text,label,message_type,channel,language,locale,scam_keywords,confidence_score,scam_subtype,link_present,urgency_level
7014,Instant Loan approved. Disbursal in 5 mins. Click: http://account-confirm.net?id=1214,scam,Loan,SMS,English,IN,"urgent,verify,account",0.85,Loan,1,High
7015,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,SMS,English,IN,,0.05,None,0,None
7016,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
7017,"Bhai, aaj shaam ko mil rahe hain kya?",legitimate,Legitimate,Email,Hinglish,IN,,0.01,None,0,None
7018,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.01,None,0,None
7019,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
7020,OTP for login is 138677. Do not share.,legitimate,Legitimate,SMS,English,IN,,0.02,None,0,None
7021,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,Email,Hinglish,IN,,0.06,None,0,None
7022,Lottery Winner! Your prize of Rs. 1 Crore is waiting. Withdraw: http://bit.ly/urgent-verify?token=28136,scam,Prize,SMS,English,IN,"urgent,verify,account",0.83,Prize,1,High
7023,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,Email,Hindi,IN,,0.05,None,0,None
7024,लॉगिन के लिए ओटीपी 998419 है। साझा न करें।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
7025,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
7026,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
7027,फेसबुक: आपका पेज हटा दिया जाएगा। पहचान सत्यापित करें: http://instagram-verify-secure.com?id=7527,scam,Social_Media,SMS,Hindi,IN,"urgent,verify,account",0.97,Social_Media,1,Critical
7028,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,SMS,Hindi,IN,,0.05,None,0,None
7029,Update required: Download the latest security patch: http://secure-banking.co.in?token=16403,scam,Malware,Email,English,IN,"prize,claim",0.93,Malware,1,High
7030,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.03,None,0,None
7031,आपकी नेटफ्लिक्स सदस्यता समाप्त हो रही है। नवीनीकरण करें: http://google-play-update.com?token=12674,scam,Subscription,SMS,Hindi,IN,"prize,claim",0.96,Subscription,1,High
7032,अमेज़न प्राइम: भुगतान विफल। भुगतान विधि अपडेट करें: http://prize-claim.com?token=44414,scam,Subscription,Email,Hindi,IN,"prize,claim",0.8,Subscription,1,Critical
7033,Thank you for your feedback!,legitimate,Legitimate,SMS,English,IN,,0.01,None,0,None
7034,Virus detected on your device! Download security tool: http://verify-secure-account.com?id=8767,scam,Malware,SMS,English,IN,"urgent,verify,account",0.94,Malware,1,Critical
7035,Paytm: Share OTP 213123 to unblock your wallet.,scam,OTP_Request,Email,English,IN,"prize,claim",0.86,OTP_Request,0,Medium
7036,Feedback ke liye dhanyavad.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
7037,Paytm: Share OTP 109943 to unblock your wallet.,scam,OTP_Request,SMS,English,IN,"prize,claim",0.94,OTP_Request,0,Medium
7038,आपका आधार कार्ड निलंबित है। अभी सत्यापित करें: http://google-play-update.com?token=74405,scam,Government,SMS,Hindi,IN,"prize,claim",0.8,Government,1,High
7039,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
7040,Meeting ka time change ho gaya hai.,legitimate,Legitimate,SMS,Hinglish,IN,,0.06,None,0,None
7041,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
7042,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,SMS,English,IN,,0.01,None,0,None
7043,HDFC: KYC baaki hai. Account freeze ho jayega. Update: http://account-confirm.net?id=6581,scam,Banking,SMS,Hinglish,IN,"urgent,verify,account",0.89,Banking,1,High
7044,आपका खाता सुरक्षित नहीं है। सत्यापित करें: http://payment-update.com?id=1622,scam,Phishing,SMS,Hindi,IN,"prize,claim",0.78,Phishing,1,High
7045,जन्मदिन मुबारक हो! आशा है आपका दिन मंगलमय हो।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
7046,पुलिस सत्यापन लंबित। तुरंत थाने में रिपोर्ट करें।,scam,Urgent_Threat,SMS,Hindi,IN,"prize,claim",0.77,Urgent_Threat,0,High
7047,Meeting agenda updated. Check email.,legitimate,Legitimate,Email,English,IN,,0.01,None,0,None
7048,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.05,None,0,None
7049,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.05,None,0,None
7050,"रु. 5,00,000 का पूर्व-स्वीकृत व्यक्तिगत ऋण। आवेदन करें: http://account-recovery.com?token=59059",scam,Loan,Email,Hindi,IN,"urgent,verify,account",0.87,Loan,1,High
7051,बिजली बिल देय: रु. 10000। अभी भुगतान करें: http://amazon-prime-renew.com?id=3345,scam,Payment,Email,Hindi,IN,"prize,claim",0.9,Payment,1,High
7052,बिजली बिल देय: रु. 10000। अभी भुगतान करें: http://facebook-verify.com?id=7232,scam,Payment,Email,Hindi,IN,"urgent,verify,account",0.96,Payment,1,Medium
7053,लॉगिन के लिए ओटीपी 840403 है। साझा न करें।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
7054,"रु. 5,00,000 का पूर्व-स्वीकृत व्यक्तिगत ऋण। आवेदन करें: http://google-play-update.com?id=6591",scam,Loan,SMS,Hindi,IN,"prize,claim",0.94,Loan,1,High
7055,जन्मदिन मुबारक हो! आशा है आपका दिन मंगलमय हो।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
7056,पैन कार्ड लिंक नहीं है। आधार से तुरंत लिंक करें: http://account-recovery.com?id=5375,scam,Government,Email,Hindi,IN,"urgent,verify,account",0.88,Government,1,Medium
7057,Thank you for your feedback!,legitimate,Legitimate,Email,English,IN,,0.01,None,0,None
7058,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
7059,Tera bank account XXXX6329 block ho gaya. KYC update kar: http://paytm-unlock.com?token=14960,scam,Banking,Email,Hinglish,IN,"urgent,verify,account",0.79,Banking,1,High
7060,Your package has been delivered. Track here: https://netflix.com,legitimate,Legitimate,Email,English,IN,,0.03,None,1,None
7061,लेनदेन की पुष्टि के लिए अपना ओटीपी उत्तर में भेजें।,scam,Data_Request,Email,Hindi,IN,"prize,claim",0.96,Data_Request,0,High
7062,Paytm: अपना बटुआ अनब्लॉक करने के लिए ओटीपी 340926 साझा करें।,scam,OTP_Request,Email,Hindi,IN,"prize,claim",0.89,OTP_Request,0,Medium
7063,Instant Loan approved. Disbursal in 5 mins. Click: http://hdfc-secure.in?id=6665,scam,Loan,Email,English,IN,"prize,claim",0.97,Loan,1,High
7064,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,SMS,Hindi,IN,,0.03,None,0,None
7065,Tera Google account ud jayega 24 ghante mein.,scam,Urgent_Threat,SMS,Hinglish,IN,"urgent,verify,account",0.77,Urgent_Threat,0,Critical
7066,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
7067,Police verification pending. Report to station immediately.,scam,Urgent_Threat,Email,English,IN,"prize,claim",0.81,Urgent_Threat,0,Critical
7068,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
7069,तत्काल ऋण स्वीकृत। 5 मिनट में वितरण। क्लिक करें: http://verify-secure-account.com?id=3652,scam,Loan,Email,Hindi,IN,"urgent,verify,account",0.77,Loan,1,Medium
7070,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.05,None,0,None
7071,Thank you for your feedback!,legitimate,Legitimate,SMS,English,IN,,0.06,None,0,None
7072,Police verification pending. Report to station immediately.,scam,Urgent_Threat,SMS,English,IN,"prize,claim",0.94,Urgent_Threat,0,Critical
7073,Tera Google account ud jayega 24 ghante mein.,scam,Urgent_Threat,SMS,Hinglish,IN,"urgent,verify,account",0.91,Urgent_Threat,0,High
7074,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
7075,Aadhaar card suspend ho gaya. Theek kar: http://verify-secure-account.com?token=44082,scam,Government,Email,Hinglish,IN,"urgent,verify,account",0.95,Government,1,Critical
7076,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
7077,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
7078,WhatsApp: Verification code request. Use link if not you: http://google-play-update.com?token=63363,scam,Social_Media,SMS,English,IN,"prize,claim",0.8,Social_Media,1,High
7079,Gift card mila hai 5000 ka. Jaldi le: http://paytm-unlock.com?id=8444,scam,Prize,SMS,Hinglish,IN,"prize,claim",0.84,Prize,1,Medium
7080,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,SMS,Hindi,IN,,0.06,None,0,None
7081,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
7082,HDFC: KYC baaki hai. Account freeze ho jayega. Update: http://facebook-verify.com?id=9328,scam,Banking,SMS,Hinglish,IN,"urgent,verify,account",0.82,Banking,1,Medium
7083,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,Email,Hinglish,IN,,0.01,None,0,None
7084,Electricity Bill: Last date today. Pay now: http://prize-claim.com?token=80271,scam,Payment,Email,English,IN,"prize,claim",0.85,Payment,1,High
7085,आप iPhone 15 के भाग्यशाली विजेता हैं! अभी दावा करें: http://prize-claim.com?token=30475,scam,Prize,SMS,Hindi,IN,"prize,claim",0.77,Prize,1,High
7086,अनुस्मारक: कल सुबह 10 बजे दंत चिकित्सक की नियुक्ति।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
7087,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,Email,Hinglish,IN,,0.06,None,0,None
7088,Meeting agenda updated. Check email.,legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
7089,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,Email,Hindi,IN,,0.01,None,0,None
7090,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
7091,Feedback ke liye dhanyavad.,legitimate,Legitimate,Email,Hinglish,IN,,0.06,None,0,None
7092,GPay cashback ke liye OTP 903203 daal.,scam,OTP_Request,SMS,Hinglish,IN,"prize,claim",0.92,OTP_Request,0,Critical
7093,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
7094,"No CIBIL check loan. Get Rs. 25,000 now: http://bit.ly/urgent-verify?id=3466",scam,Loan,Email,English,IN,"urgent,verify,account",0.79,Loan,1,Critical
7095,Google Pay: Enter OTP 351477 to receive cashback.,scam,OTP_Request,Email,English,IN,"prize,claim",0.8,OTP_Request,0,High
7096,Tax Refund aaya hai Rs. 1000. Le le: http://facebook-verify.com?token=95363,scam,Government,SMS,Hinglish,IN,"urgent,verify,account",0.88,Government,1,High
7097,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
7098,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
7099,अमेज़न प्राइम: भुगतान विफल। भुगतान विधि अपडेट करें: http://bank-secure-verify.com?id=9939,scam,Subscription,Email,Hindi,IN,"urgent,verify,account",0.81,Subscription,1,High
7100,लॉगिन के लिए ओटीपी 258219 है। साझा न करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.01,None,0,None
7101,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
7102,"Hey, are we still meeting for lunch today?",legitimate,Legitimate,Email,English,IN,,0.01,None,0,None
7103,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
7104,ICICI: Your debit card is blocked. Reactivate: http://amazon-prime-renew.com?token=21265Important: Your KYC is pending. Please update your PAN card details immediately to avoid account freeze. Click here: http://amazon-prime-renew.com?token=21265,scam,Banking,Email,English,IN,"urgent,verify,account",0.79,Banking,1,High
7105,जन्मदिन मुबारक हो! आशा है आपका दिन मंगलमय हो।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
7106,Bank verify: Provide OTP 747533 to caller for KYC.,scam,OTP_Request,SMS,English,IN,"urgent,verify,account",0.84,OTP_Request,0,Medium
7107,WhatsApp code kisi ko mat dena. Link check kar: http://payment-update.com?id=6695,scam,Social_Media,SMS,Hinglish,IN,"prize,claim",0.94,Social_Media,1,Critical
7108,Security update kar jaldi: http://verify-secure-account.com?id=5068,scam,Malware,SMS,Hinglish,IN,"urgent,verify,account",0.77,Malware,1,High
7109,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,Email,Hinglish,IN,,0.02,None,0,None
7110,Feedback ke liye dhanyavad.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
7111,लेनदेन की पुष्टि के लिए अपना ओटीपी उत्तर में भेजें।,scam,Data_Request,Email,Hindi,IN,"prize,claim",0.79,Data_Request,0,High
7112,Facebook: Your page will be unpublished. Verify identity: http://bit.ly/urgent-verify?id=6356,scam,Social_Media,Email,English,IN,"urgent,verify,account",0.95,Social_Media,1,High
7113,लॉगिन के लिए ओटीपी 864399 है। साझा न करें।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
7114,Exclusive Offer: You got a gift card worth Rs. 5000. Redeem: http://verify-secure-account.com?token=17120,scam,Prize,SMS,English,IN,"urgent,verify,account",0.8,Prize,1,High
7115,Exclusive Offer: You got a gift card worth Rs. 5000. Redeem: http://bit.ly/urgent-verify?id=5703,scam,Prize,Email,English,IN,"urgent,verify,account",0.77,Prize,1,High
7116,"Hey, are we still meeting for lunch today?",legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
7117,GPay cashback ke liye OTP 639991 daal.,scam,OTP_Request,Email,Hinglish,IN,"prize,claim",0.88,OTP_Request,0,Critical
7118,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
7119,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
7120,Thank you for your feedback!,legitimate,Legitimate,Email,English,IN,,0.04,None,0,None
7121,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,Email,Hindi,IN,,0.06,None,0,None
7122,रु. 10000 कैशबैक प्राप्त करने के लिए अपना यूपीआई आईडी भेजें।,scam,Data_Request,SMS,Hindi,IN,"prize,claim",0.81,Data_Request,0,Medium
7123,बैठक का एजेंडा अपडेट किया गया।,legitimate,Legitimate,Email,Hindi,IN,,0.01,None,0,None
7124,"लॉटरी विजेता! आपका रु. 25,000 का पुरस्कार इंतजार कर रहा है: http://account-recovery.com?token=97985",scam,Prize,SMS,Hindi,IN,"urgent,verify,account",0.86,Prize,1,Critical
7125,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
7126,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
7127,SBI: वन टाइम पासवर्ड अनुरोध। सत्यापित करें: http://payment-update.com?id=9885,scam,Banking,Email,Hindi,IN,"prize,claim",0.8,Banking,1,Medium
7128,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
7129,जन्मदिन मुबारक हो! आशा है आपका दिन मंगलमय हो।,legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
7130,Reminder: Dentist appointment tomorrow at 10 AM.,legitimate,Legitimate,SMS,English,IN,,0.01,None,0,None
7131,सिस्टम क्लीनर: आपका फोन धीमा है। बूस्टर स्थापित करें: http://verify-secure-account.com?token=35963,scam,Malware,SMS,Hindi,IN,"urgent,verify,account",0.9,Malware,1,High
7132,Income Tax Refund of Rs. 2000 approved. Claim: http://amazon-prime-renew.com?id=2760,scam,Government,Email,English,IN,"prize,claim",0.9,Government,1,Critical
7133,Happy Birthday! Hope you have a great day.,legitimate,Legitimate,Email,English,IN,,0.06,None,0,None
7134,Amazon Prime: Payment failed. Update payment method: http://payment-update.com?id=6040,scam,Subscription,Email,English,IN,"prize,claim",0.8,Subscription,1,Medium
7135,Happy Birthday bhai! Party kab de raha hai?,legitimate,Legitimate,SMS,Hinglish,IN,,0.02,None,0,None
7136,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
7137,Feedback ke liye dhanyavad.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
7138,आपका गूगल खाता 24 घंटों में हटा दिया जाएगा।,scam,Urgent_Threat,SMS,Hindi,IN,"prize,claim",0.92,Urgent_Threat,0,Critical
7139,लॉगिन के लिए ओटीपी 998781 है। साझा न करें।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
7140,Unusual login detected. Verify your identity at http://paytm-unlock.com?id=8931,scam,Phishing,Email,English,IN,"prize,claim",0.95,Phishing,1,High
7141,Feedback ke liye dhanyavad.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
7142,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,Email,Hinglish,IN,,0.01,None,0,None
7143,Virus aa gaya phone mein! Antivirus download kar: http://bit.ly/urgent-verify?token=38423,scam,Malware,SMS,Hinglish,IN,"urgent,verify,account",0.88,Malware,1,Medium
7144,इस महीने का आपका विवरण तैयार है।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
7145,Electricity Bill: Last date today. Pay now: http://facebook-verify.com?token=30024,scam,Payment,Email,English,IN,"urgent,verify,account",0.77,Payment,1,High
7146,लॉगिन के लिए ओटीपी 740443 है। साझा न करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.04,None,0,None
7147,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,Email,Hindi,IN,,0.03,None,0,None
7148,Tera parcel deliver ho gaya. Check kar le.,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
7149,Virus detected on your device! Download security tool: http://google-play-update.com?token=49606,scam,Malware,Email,English,IN,"prize,claim",0.93,Malware,1,High
7150,Virus aa gaya phone mein! Antivirus download kar: http://secure-banking.co.in?id=4759,scam,Malware,SMS,Hinglish,IN,"prize,claim",0.79,Malware,1,High
7151,SBI: One time password request for Rs. 50000. Verify: http://aadhaar-verify-secure.gov.in?id=6481,scam,Banking,Email,English,IN,"urgent,verify,account",0.82,Banking,1,Medium
7152,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.02,None,0,None
7153,Paytm wallet kholne ke liye OTP 460082 bata.,scam,OTP_Request,Email,Hinglish,IN,"prize,claim",0.78,OTP_Request,0,High
7154,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,Email,Hindi,IN,,0.02,None,0,None
7155,Tera bank account XXXX1681 block ho gaya. KYC update kar: http://amazon-prime-renew.com?id=7490,scam,Banking,SMS,Hinglish,IN,"urgent,verify,account",0.8,Banking,1,Medium
7156,Payment fail ho gaya Rs. 1000 ka. Dubara try kar: http://google-play-update.com?token=11590,scam,Payment,Email,Hinglish,IN,"prize,claim",0.96,Payment,1,Medium
7157,Login OTP 706950 hai. Kisi ko mat batana.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
7158,Bill ban gaya hai is mahine ka.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
7159,Google Pay: कैशबैक प्राप्त करने के लिए ओटीपी 791833 दर्ज करें।,scam,OTP_Request,Email,Hindi,IN,"prize,claim",0.78,OTP_Request,0,High
7160,Your package has been delivered. Track here: https://google.com,legitimate,Legitimate,Email,English,IN,,0.02,None,1,None
7161,Kal subah 10 baje dentist ke paas jana hai yaad hai na?,legitimate,Legitimate,Email,Hinglish,IN,,0.05,None,0,None
7162,Your package has been delivered. Track here: https://amazon.in/orders,legitimate,Legitimate,Email,English,IN,,0.02,None,1,None
7163,Meeting ka time change ho gaya hai.,legitimate,Legitimate,SMS,Hinglish,IN,,0.05,None,0,None
7164,Feedback ke liye dhanyavad.,legitimate,Legitimate,SMS,Hinglish,IN,,0.04,None,0,None
7165,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
7166,Jio plan khatam. Sasta recharge kar: http://instagram-verify-secure.com?token=20079,scam,Telecom,Email,Hinglish,IN,"urgent,verify,account",0.81,Telecom,1,Medium
7167,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.02,None,0,None
7168,Bank verify: Provide OTP 212735 to caller for KYC.,scam,OTP_Request,Email,English,IN,"urgent,verify,account",0.8,OTP_Request,0,Medium
7169,Your statement for January is generated.,legitimate,Legitimate,Email,English,IN,,0.05,None,0,None
7170,कृपया अपनी हालिया खरीदारी का चालान प्राप्त करें।,legitimate,Legitimate,SMS,Hindi,IN,,0.03,None,0,None
7171,"नमस्ते, क्या हम आज दोपहर के भोजन के लिए मिल रहे हैं?",legitimate,Legitimate,SMS,Hindi,IN,,0.05,None,0,None
7172,बिजली बिल देय: रु. 500। अभी भुगतान करें: http://facebook-verify.com?token=41225,scam,Payment,SMS,Hindi,IN,"urgent,verify,account",0.88,Payment,1,High
7173,Congratulations! You won Rs. 1 Crore in the Lucky Draw! Claim: http://paytm-unlock.com?token=38797,scam,Prize,SMS,English,IN,"prize,claim",0.94,Prize,1,High
7174,Feedback ke liye dhanyavad.,legitimate,Legitimate,SMS,Hinglish,IN,,0.03,None,0,None
7175,Amazon Prime: Payment failed. Update payment method: http://instagram-verify-secure.com?id=3719,scam,Subscription,SMS,English,IN,"urgent,verify,account",0.77,Subscription,1,High
7176,Vi: आपका नंबर काट दिया जाएगा। रिचार्ज करें: http://bit.ly/urgent-verify?id=6670,scam,Telecom,Email,Hindi,IN,"urgent,verify,account",0.86,Telecom,1,High
7177,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,SMS,Hindi,IN,,0.01,None,0,None
7178,रु. 10000 का भुगतान विफल। कार्ड विवरण अपडेट करें: http://prize-claim.com?id=8588,scam,Payment,SMS,Hindi,IN,"prize,claim",0.86,Payment,1,High
7179,Exclusive Offer: You got a gift card worth Rs. 5000. Redeem: http://account-confirm.net?id=1482,scam,Prize,Email,English,IN,"urgent,verify,account",0.78,Prize,1,High
7180,आपकी प्रतिक्रिया के लिए धन्यवाद!,legitimate,Legitimate,SMS,Hindi,IN,,0.05,None,0,None
7181,Free data mila hai 2GB. Claim kar: http://instagram-verify-secure.com?token=74911,scam,Telecom,Email,Hinglish,IN,"urgent,verify,account",0.8,Telecom,1,Critical
7182,SBI: One time password request for Rs. 5000. Verify: http://hdfc-secure.in?id=6193,scam,Banking,SMS,English,IN,"prize,claim",0.88,Banking,1,High
7183,Thank you for your feedback!,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
7184,फेसबुक: आपका पेज हटा दिया जाएगा। पहचान सत्यापित करें: http://secure-banking.co.in?id=3790,scam,Social_Media,Email,Hindi,IN,"prize,claim",0.9,Social_Media,1,High
7185,अमेज़न प्राइम: भुगतान विफल। भुगतान विधि अपडेट करें: http://payment-update.com?id=3960,scam,Subscription,SMS,Hindi,IN,"prize,claim",0.78,Subscription,1,Medium
7186,आपका आधार कार्ड निलंबित है। अभी सत्यापित करें: http://aadhaar-verify-secure.gov.in?token=84797,scam,Government,SMS,Hindi,IN,"urgent,verify,account",0.84,Government,1,Critical
7187,Bank verify: Provide OTP 535503 to caller for KYC.,scam,OTP_Request,SMS,English,IN,"urgent,verify,account",0.76,OTP_Request,0,Critical
7188,Rs. 2000 kat gaye tere account se? Agar tu nahi tha toh click kar: http://aadhaar-verify-secure.gov.in?token=41377,scam,Banking,Email,Hinglish,IN,"urgent,verify,account",0.9,Banking,1,High
7189,आयकर रिफंड रु. 500 स्वीकृत। दावा करें: http://paytm-unlock.com?token=42317,scam,Government,Email,Hindi,IN,"prize,claim",0.78,Government,1,Critical
7190,आपका पैकेज वितरित कर दिया गया है।,legitimate,Legitimate,Email,Hindi,IN,,0.04,None,0,None
7191,व्हाट्सएप: सत्यापन कोड अनुरोध। यदि आप नहीं हैं तो लिंक का उपयोग करें: http://aadhaar-verify-secure.gov.in?token=42347,scam,Social_Media,Email,Hindi,IN,"urgent,verify,account",0.79,Social_Media,1,High
7192,आप iPhone 15 के भाग्यशाली विजेता हैं! अभी दावा करें: http://account-recovery.com?token=77774,scam,Prize,SMS,Hindi,IN,"urgent,verify,account",0.9,Prize,1,Critical
7193,Please find attached the invoice for your recent purchase.,legitimate,Legitimate,Email,English,IN,,0.03,None,0,None
7194,Instant loan chahiye? 5 min mein milega: http://verify-secure-account.com?token=51474,scam,Loan,SMS,Hinglish,IN,"urgent,verify,account",0.97,Loan,1,Critical
7195,सुरक्षा अलर्ट: हाल की गतिविधि देखें: http://google-play-update.com?token=45278,scam,Phishing,SMS,Hindi,IN,"prize,claim",0.89,Phishing,1,Medium
7196,तत्काल ऋण स्वीकृत। 5 मिनट में वितरण। क्लिक करें: http://prize-claim.com?token=25743,scam,Loan,Email,Hindi,IN,"prize,claim",0.78,Loan,1,High
7197,Exclusive Offer: You got a gift card worth Rs. 5000. Redeem: http://bank-secure-verify.com?token=38084,scam,Prize,SMS,English,IN,"urgent,verify,account",0.94,Prize,1,High
7198,Your Google account will be deleted in 24 hours.,scam,Urgent_Threat,SMS,English,IN,"urgent,verify,account",0.83,Urgent_Threat,0,High
7199,"Congratulations! You won Rs. 5,00,000 in the Lucky Draw! Claim: http://prize-claim.com?id=5506",scam,Prize,Email,English,IN,"prize,claim",0.82,Prize,1,High
7200,Bank call pe OTP 987741 de do KYC ke liye.,scam,OTP_Request,SMS,Hinglish,IN,"prize,claim",0.95,OTP_Request,0,High
7201,Login OTP 815557 hai. Kisi ko mat batana.,legitimate,Legitimate,Email,Hinglish,IN,,0.04,None,0,None
7202,Meeting agenda updated. Check email.,legitimate,Legitimate,SMS,English,IN,,0.04,None,0,None
7203,आपका बैंक खाता XXXX4827 अवरुद्ध है। तुरंत केवाईसी अपडेट करें: http://bit.ly/urgent-verify?id=2696,scam,Banking,Email,Hindi,IN,"urgent,verify,account",0.95,Banking,1,Critical
7204,Invoice attach kiya hai email mein dekh lena.,legitimate,Legitimate,SMS,Hinglish,IN,,0.01,None,0,None
7205,Free data mila hai 2GB. Claim kar: http://account-recovery.com?token=18642,scam,Telecom,Email,Hinglish,IN,"urgent,verify,account",0.81,Telecom,1,High
